title,taxon,sample_start_date,sample_start_time,sample_end_date,sample_end_time,value,sample_location_info,sample_info,sample_name,sample_sex,location_description,location_environment,study_lat_DD,study_long_DD,spatial_accuracy,location_extent,geo_datum,species_id_method,study_design,sampling_strategy,sampling_method,sampling_protocol,measurement_unit,study_collection_area,value_transform
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,29,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,29,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,29,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-19,,29,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-07,,29,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-31,,29,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-17,,29,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-28,,29,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-24,,29,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-24,,29,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-17,,29,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-10,,29,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-08,,29,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-19,,29,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-12,,29,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-08,,29,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-10,,29,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-27,,29,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-20,,29,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-13,,29,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,21,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,21,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,21,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-13,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-23,,21,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,21,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,21,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-14,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-14,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-14,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-07,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-31,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-31,,21,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-24,,21,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-10-05,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-28,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-28,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-21,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-21,,21,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-14,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-31,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-17,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-10,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-29,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-08,,21,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-08,,21,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-08,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-05-25,,21,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-09-30,,21,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-09-09,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-09-02,,21,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-26,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-05,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-08,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-01,,21,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-17,,21,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-17,,21,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-17,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-10,,21,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-10,,21,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-03,,21,Metamora,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-20,,21,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-18,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-11,,2,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-04,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-27,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-20,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-09-06,,2,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-08-02,,2,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-12,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-07-05,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-28,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-06-14,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-05-24,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-10-05,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-28,,2,Metamora,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-21,,2,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-14,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-14,,2,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-07,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-09-07,,2,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-31,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-24,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-17,,2,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-10,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-10,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-03,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-08-03,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-07-27,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-07-06,,2,Metamora,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-07-06,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-29,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-22,,2,Metamora,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-15,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-15,,2,Brownstown,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-08,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-06-01,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-05-25,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-05-25,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2012-05-18,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-10-21,,2,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-10-21,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-10-07,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-19,,2,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-08-12,,2,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-15,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-15,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-01,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-01,,2,Metamora,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-07-01,,2,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-10,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-03,,2,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-06-03,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-27,,2,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-27,,2,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2011-05-20,,2,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Urbana,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Urbana,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Perry,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Perry,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,MorrisIL,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,MorrisIL,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Monmouth,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Monmouth,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,DixonSprings,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,DixonSprings,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Dekalb,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Dekalb,F,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
"Aphid Collection Tower Site at KBS, Rhopalosiphum.padi, illinois",Rhopalosiphum.padi,,,2013-10-25,,1,Brownstown,M,,,"Illinois, United States",,,,,,,,,,Suction Traps,,individuals,,
